vocab
gutter
start
after
act
shaqtin
film
playground
worry
tearin
torch
compani
nowhere
shorts
hurt
unfold
creepin
purpl
whisper
rememb
style
pole
shoe
wrote
alright
figment
spacey
friendship
gang
fit
at
dick
see
mal
champagne
journey
sleepin
drop
future
may
realiti
repeat
goes
bandaid
about
justin
there
fondu
command
clouds
faster
yeahyeah
bra
shin
wash
blink
mind
sunflow
vanish
relieved
setlist
hazi
eeni
beaten
spinning
bitches
dirty
land
werent
shape
strike
y
seed
disastr
flight
kd
dancing
durin
game﻿
romeo
trunk
propio
here
mi
cut
dyin
deceiv
jb
dorito
bathingroom
times
album
persist
carpets
ay
dice
ive
whirl
tape
pastur
beth
cilmi
goosebump
flockin
vision
forev
slot
solitud
plain
peak
fore
expir
hunter
actuality
months
days
super
medit
stickin
becom
benni
looks
tripl
keeper
clown
goin
satisfi
chang
sat
mahogani
skirts
bordeaux
brokenhearted
bubbl
filter
swam
supermarket
grass
alon
front
pieces
sleeve
stray
papel
scream
lie
awhil
bleeds
uhuhuh
northern
aching
yall
adio
pit
danc
sense
later
closet
darlin
age
sorrow
ohh
dan
undressin
senorita
nosotra
santa
stole
unfinish
balconi
ate
there’
path
runnin
intact
nikes
fling
listenin
dragonfli
fell
paus
indecisive
happenin
lado
wayn
not
tongu
taught
cruis
so
years
although
honor
body
am
mustv
hater
alreadi
uhh
nothing
face
gratul
everything
sakes
shoulders
jealou
bunk
semi
academi
glow
loui
ether
inclin
studio
te
pasó
brain
ab
blood
disarm
singersongwrit
fri
paper
pretend
be
summer
cheer
sever
reli
this
shotgun
fades
makin
dy
opinion
seven
luda
east
vamo
afloat
amaz
apolog
kisses
maybe
ever
prefer
ahah
katrina
moment
shorti
whoo
chug
lyin
depend
gym
whi
shut
light
handsome
sugar
como
t
grabbin
sundown
arabian
live
ago
entr
ment
lemon
quiet
massiv
humor
has
inhibited
nirvana
accept
asid
planned
3
cheat
guarante
ghost
thou
speed
tables
home
shoulda
overweight
messy
chill
mistleto
caution
says
script
wrong
understood
traffic
hurtin
kill
until
gabriella
bleed
ovation
late
trace
cloth
mm
wool
touchdown
ex
m
global
cool
lift
a
ring
bothered
york
insid
honestli
merced
pero
way
round
spoil
bite
climbin
ho
wrist
dadadadadadadadada
wipe
mo
pine
tours
locat
takin
suppos
dwight
twelv
slowli
tranc
winnin
yard
comfortable
whenev
medicin
happened
trippin
grow
name
pursu
hollow
mad
communion
frown
mapa
desir
critique
5
attack
onlin
rancher
drank
dread
much
oh—i—oh—i—oh—i—oh—i
breez
damag
gun
wors
party
stori
worth
plan
ye
645
pullin
divide
trad
five
joe
racks
chat
brothers
knee
trigger
cleans
lil
llegaré
pour
fend
wikipedia
concuss
unifi
lace
call
currency
heartbeat
callin
necklace
attent
sos
day
crippl
coupe
nonono
aftermath
unless
wide
then
ash
two
shall
suffolk
habitu
overwhelm
straightforward
iv
longest
crawl
daylight
month
smile
untraditional
pound
focus
braid
pumpumpumpum
desper
prayayayay
behav
heading
prey
hellbound
grip
bicycl
guid
still
same
sleev
fix
polit
dadadumdumdum
john
esto
lo
year
engulf
member
coal
freshman
bardi
grain
brrt
breakup
detour
trip
wednesday
blindli
complet
fiftyfifti
sabe
sound
sweep
estoy
brother
glasto
yes
cold
text
cop
monday
flashin
nickel
darl
it’
pixi
wet
tuxedo
wage
wear
straight
prize
gown
faithful
major
robber
barb
aquella
insuffish
stuntin
boy
idiot
combin
vendettata
judg
sensual
fair
cita
ten
craving
isnt
lovers
stab
hangin
hypnotis
ey
cielo
as
detriment
campu
rain
healin
serenad
practic
crown
panti
grief
lotta
lifetimes
brought
zipper
burden
magnet
actin
11
twentytwo
entend
moe
mayb
ghostli
betty
defendin
itll
headin
strategi
get
advantag
undon
show
park
mean
giver
40
uh
shroud
perman
curl
720
acapella
memor
trains
timing
familiar
heals
nother
careless
lumier
fiend
tone
deal
okurr
slice
wearin
wrap
switchin
stayed
temblando
brigad
referee
rose
screen
en
cant
child
bleedin
etern
brazi
stabl
win
mamacita
footstep
nowher
simpli
taller
lejo
prada
bay
repair
sentir
basslin
blast
suit
darkness
forgive
laters
veins
girlim
morn
reach
rebekah
fluctuat
effortless
ball
london
jodas
seek
sofa
disguis
screamin
nicest
yeahyeahyeah
simon
thotthot
foot
drove
ventur
change
slick
surrend
god
bein
4th
flow
hotel
pack
percentag
perform
mindless
hello
bar
didnt
unaccept
colour
favorit
distanc
grrratatata
porqu
abercrombi
claim
nero
throw
da
chillin
dreamt
woah
supermalt
resuscit
held
minute
cabinet
disapproves
degre
handmad
kid
mend
air
vein
america
falsetto
maroon
though
garag
teeth
sampl
conversation
undercover
tiffani
surround
alley
burton
icicl
wise
an
peac
find
patch
b
minut
tilt
slept
train
vibranium
lit
right
tendenc
sleeves
lovin
reindeer
share
singin
feel
gorgeous
metaphor
despit
diamonds
sow
shawti
walkin
fast
return
conquest
puff
fairfax
magical
appetit
iov
backseat
meet
passeng
unknown
storm
bougie
amnesia
youtub
bulletproof
chica
dolla
rollin
overprotect
war
wing
photo
martin
spent
shaken
cruel
vape
dime
been
fece
offend
standin
knelt
v05
third
sincer
stick
unconventional
selfconsci
sweet
sapphir
mustach
sigo
nationwid
led
sixteen
pillows
nobodi
passport
pamphlet
hmm
pill
part
henney
dies
wyor
suffer
pov
halfdiseas
motivator
all
scale
align
scar
streets
think
chrome
delicate
respons
streetlight
glad
bastards
alpha
thrill
hurts
amsterdam
screw
growing
sailor
captiv
hook
shore
load
amazin
tu
beef
talk
rainbow
ourselv
headlin
possessive
faucet
anybodi
testifi
match
might
mmmm
boweri
goodbye
coy
intend
ot
wideey
pleasur
nigh
ooh
cat
tá
bipolar
someth
truli
razor
breakin
tower
insult
payphon
signs
mine
mill
battleship
morning
boyfriend
anywher
bare
honest
beneath
circl
posted
allow
hous
parad
hm
st
hey
goe
symphoni
tap
always
45
tattoos
savage
ceil
foolish
cab
wondrou
spendin
best
gon
dial
taste
prodig
watchin
other
consequ
og
má
pierc
connect
aint
their
gaug
hol
bread
ignor
dollar
knuckl
weather
centenni
cupid
tide
window
mirror
mona
galapagos
youll
drunk
copout
that’
jame
crowds
nightgown
givin
windowsil
ambition
goodby
speci
something
possibl
consid
barefoot
velvet
nights
fred
messin
box
poona
dig
hundr
bona
tweet
go
whoever
charg
wed
conscienc
perfume
coincid
siento
crime
defend
nigga
empir
rolli
deceas
shout
dm
tall
conducirá
liftin
low
stubborn
shit
negative
dazin
sex
flip
down
keepin
ruin
hora
meee
yourself
table
the
ones
versac
addicted
happiness
another
obsess
tyrant
nana
dead
sayin
selena
happens
person
amount
realli
listen
ohooh
pickin
gas
alway
critic
sway
poetri
intervent
else
hip
appear
session
lurk
odd
week
dosag
uptight
maddest
unsaid
miseri
swore
lungs
busi
redeem
trouble
check
doc
youyouyouyouy
trap
glass
machin
oooh
thatll
sign
movin
involv
blow
youd
thirteen
butterfli
north
race
chose
water
cup
look
couldnt
threw
fire
pain
thing
soft
wishin
hero
theyll
harder
jack
congratulations
societi
settl
told
hasta
charm
basic
further
deals
aim
port
ist
nunca
heartach
loaded
drippin
vacat
idea
bajar
proud
force
pictur
luchar
yeah
malone
finer
crystal
lung
aight
footprint
pa
prenup
piano
dare
ehh
everybodi
hatr
true
hazel
for
deepest
whore
perfectly
memori
lean
died
roses
mucho
nake
colder
sainttropez
shouldv
deadlin
gotcha
dose
whole
on
crazi
thursday
hacer
somebodi
circling
payin
fanci
headach
dumbo
igloo
superman
ambit
burnt
do
chaser
ficción
award
skirt
work
spring
commit
vodka
scheme
far
up
por
ayeayeaye
michael
ohoh
bedsid
charger
revolution
explorin
fear
bumped
awok
wonderin
cynical
curv
hearts
acompañó
goodfella
askin
classic
crowd
sweatshirt
kissing
snowden
tween
pebbl
uniform
hypothet
heartbreak
rotat
drac
push
caus
design
burn
mix
rag
finest
anxious
bad
i’m
billi
pant
castl
overpow
befor
sobr
destini
va
ap
farther
wev
shackl
swat
fourteen
shown
hospit
thunthunthunder
jag
end…
second
singing
weight
rubber
cigarette
advanc
septemb
chosen
kidding
radio
valley
wolv
struggl
field
loos
snide
potter
talkin
gave
paradis
difficult
urg
overdos
starbuck
23
sky
beauti
deny
dates
lullabi
needed
desol
oh
rendezvous
puls
couch
champagn
cause
troubl
labor
children
pumpin
tenía
tipto
unicorn
damien
special
riffle
well
hurri
romulu
chin
saying
toss
fetish
graduat
fli
half
superstar
job
dragon
chanc
fashion
martyrdom
those
restor
flex
stripclub
soldier
me
levi
ashes
robe
why
younger
newfound
cruising
aye
stage
drip
girlon
drought
uhuh
casual
bradley
anxiety
housew
whod
loss
selfdestruct
following
medina
cling
section
canción
quier
bride
paint
irish
brake
masquerad
incriminating
wound
program
meanwhile
song
slipper
brave
hottest
answer
anoth
twice
deed
quavo
count
ted
till
smash
vacant
bae
heels
say
insane
like
cours
heard
unbreak
chest
beg
choke
curios
ass
goliath
ra
cheek
put
essenc
lover
theirs
rooftop
upstair
highest
dechino
speculate
underground
sell
hed
seventeen
angel
pattern
cuerpo
desert
thinkin
gucci
singerwriter
escap
it
breed
cards
bottom
hova
comprehend
girlfriend
spine
spot
perspect
strugglin
voy
date
jsmith
hesi
roar
captur
buri
blade
vulner
butt
wordsmith
closer
south
strength
store
prepar
nighter
obstacl
woman
bet
starstruck
vano
mmm
kinda
applaus
shameless
opportun
grindin
score
uuh
bu
vine
just
discuss
mano
lifetim
toughen
explosive
glue
frenchkiss
piec
intimid
respect
upon
weezi
yesterday
religious
lose
ayi
send
attraction
problems
lionel
distort
oath
cinnamon
med
doesnt
fearless
probabl
doh
pastri
rather
gonna
billion
dond
shelf
fucker
teacher
brit
poptart
garage
weep
dreamin
jumper
ripcord
sympathi
fed
pictureperfect
midnight
level
kept
swingin
smarter
intox
slit
sung
juli
dramatic
armageddon
choos
gate
kickback
warn
latino
wanna
sh
crumbl
row
evening
dynasty
steel
trailer
jelli
grew
toe
scene
smokin
venom
faces
handful
boat
consumpt
beam
hee
trago
world
block
percent
televisión
specif
hella
van
mom
rumor
bright
happen
habitual
hide
set
thin
core
nonstop
one
happier
happili
strobe
them
entrar
blaze
lead
shatter
resist
baller
thirsti
prison
approv
dagger
anytim
loving
afternoon
finger
bluf
gauch
dance
choir
tshirt
guessing
hush
ve
condit
lovel
dizzi
armi
toy
easi
anyth
natur
morrison
halfway
swaggin
bleeding
obsessin
footbal
compliment
aretha
thee
wire
hoping
can
know
bang
scatter
zingididi
pressur
forgot
softly
gloves
mileage
patient
anger
plate
lujah
appeared
scars
shorty
yacht
80k
danza
choru
alight
rode
fitch
actual
counter
under
nono
ohwoo
bitch
gd
empti
loudest
safe
trust
liquor
mess
ciao
point
flyin
miniatur
float
stoppin
sock
instead
friends
handbag
link
mass
alien
demonstr
mission
scare
pie
lego
juic
friction
ti
play
stale
teal
behavior
humano
unity
firework
mama
jumpin
explos
sucker
egyptian
stool
shook
precipice
refus
tea
bill
amor
ooop
intent
copi
grind
card
ill
lair
slowin
despair
bow
fever
seriou
disregard
clay
andamo
kind
crucified
had
admit
ridin
gift
grinnin
older
glanc
patienc
animalsm
shshshow
heist
step
mani
selen
blackout
back
candles
houston
fall
accord
forward
wealth
forever
beach
single
humbly
dadadumdum
verb
covers
hypnotized
commas
leap
fact
three
tiempo
instigator
gaelic
wax
whatever
arrow
backs
kickstart
close
fake
record
10
excited
young
di
oscuridad
better
featur
becam
falling
pink
rich
lately
car
vain
anxieti
haciendo
raw
exe
staircas
scarred
advice
waitress
ignit
franklin
notch
vulnerable
stair
doubl
e
food
glove
crept
stand
kobe
unheard
downtown
prolli
zone
greener
hear
eight
estar
mink
wouldnt
please
lethal
climb
stunt
believer
buffi
toni
comeback
option
jet
conquer
complic
conceit
hbic
napkin
ricochet
insati
should
excit
coulda
pressure
dysfunctional
tellin
altitud
forget
oohoohoohooh
immacul
playin
texa
flawless
dior
grounds
whiski
fals
kimono
pillow
ima
jeff
try
wants
daybreak
montag
branch
messag
warm
undercov
comparison
mida
relief
disappoint
behind
sent
almost
baddingham
bailar
calm
rockin
scroll
bag
hid
friday
hago
funny
egotist
wer
collapse
surviv
reality
button
inspect
eatin
mistak
weapon
carri
brown
flashback
recogn
rush
code
celebr
aunqu
beyond
fide
sad
kiss
slow
handl
faded
post
outstretch
jealousi
looni
razón
bend
ah
wiz
guap
higher
plenti
searchin
trampl
savag
racehors
breakfast
thousand
eeheeheeh
wasnt
canyon
men
coke
tire
soul
swear
kids
tore
wuh
slide
eb
grown
wood
lock
assumpt
hideandseek
middl
clever
livin
jungl
crossfit
fifty
camera
cry
moth
rob
sens
neek
sold
unboth
savior
línea
vega
pyschot
travel
cave
somethin
illest
toast
feud
sale
cha
exman
merri
bun
exhaust
confus
upsid
flying
finish
us
skylin
onli
chevy
squeez
found
tulip
drift
shadows
unh
songs
happy
guitar
brand
ny
breh
bandag
pin
na
caught
kkeep
woulda
need
tour
tired
mistletoe
sunris
hardest
bloodstain
stars
blown
chemic
gimm
battl
homi
bring
sing
neat
plant
choic
describ
follow
question
eleph
meaning
spite
bustin
grey
joke
towel
taylor
inez
rucksack
yours
sober
someplac
lunch
doctor
blunt
scope
diamond
rediscov
posit
visit
vintag
bench
decis
bless
pow
brimstone
misteri
warmers
hallelujah
rapper
youth
autumn
motherfuck
giant
present
quit
if
overthink
magazin
onto
barbi
questions
tear
winwin
ew
partir
learn
miney
youoohooh
wornout
hold
alkalin
poet
christian
ratchet
signatur
outlin
temper
saucin
skip
rice
breathless
baddest
dark
understand
cc
fate
confess
whoah
hopin
pussi
drawer
fuse
separ
toronto
safeti
stop
bien
candle
david
gettin
couldv
kissin
story
hunnid
nightmar
guard
souvenir
dayold
bought
beginn
marri
suficient
plu
holy
consum
aliv
simpl
truce
prove
worri
sneak
awar
cars
tattoo
princess
healing
glori
ford
away
sit
holler
jumanji
trade
shove
size
someone
cd
laugh
such
defeat
colorado
kevin
zing
thicker
unclear
beauty
signal
snake
groupie
saw
els
mont
bloomin
thered
complex
candi
first
syncop
boom
hesitation
bikini
parec
también
noth
privileg
seasons
easili
once
microphon
custom
piss
money
pull
karat
decemb
contact
band
itchin
coupl
side
oil
escapart
writ
integrity
crazier
alibi
dyou
touchin
stained
delic
rainstorm
appetite
augustus
come
four
chunk
yeezi
expediti
open
guy
shooter
homies
santo
punk
sunset
chip
taxi
pure
poison
burst
tryina
fadin
shakin
underneath
dreaming
grace
condescend
tragic
bud
kindness
grandma
saturday
malon
titanium
lived
hate
monster
hoe
jona
tenth
brains
knife
timelin
watersid
ran
jobs
move
motherland
doom
bridg
privat
yeh
leg
passed
with
ride
irrelev
tien
arm
valentino
rage
wiser
perfect
entir
risk
horizon
forevermor
aanytim
deserve
profound
stumbl
masterpiece
daydream
grave
everywhere
echoes
medallion
vultur
people
birthday
onc
missin
everi
full
echo
sorri
suppli
doin
farewell
vices
tint
conversations
café
fill
waves
brow
origami
next
nor
nut
parttim
aston
kaleigh
liar
sulk
anymor
equity
apprais
mutombo
edge
bon
hot
vu
gather
alive
inhibit
hustl
greater
alone
loop
somewher
excus
american
anywhere
whenever
imaginary
hidden
ugh
paths
flatter
goner
friend
blessings
suddenly
aunt
pay
ballet
re
team
nothin
phoni
exil
partner
dancer
explain
arriv
station
goals
forgiv
where
squad
myspac
dog
shake
daili
crack
reputation
dangerous
novacane
wave
walk
amen
worst
benzo
foreign
thats
emotions
rebellion
oneonon
grandeur
sharp
untold
fleshi
slip
devot
lord
everywher
crow
physic
golden
case
jolli
uhoh
toxic
but
bitter
took
awesome
argu
headband
ceilin
succeed
from
inseparable
boyplay
polite
father
relivin
ha
aftertast
blah
kany
lights
lust
rodeo
stunning
le
tom
yummy
weed
news
neeki
teddy
wish
split
due
meeni
unlock
vvss
poppin
wa
swap
dough
carv
gorgeou
pick
outta
wink
nearer
steppin
seein
chestnut
lied
surpris
solita
chandeli
stepfath
pesci
edg
rosi
bottl
nonsens
differ
zillion
liver
outsid
sake
miracl
lexu
sittin
even
curtain
miser
lion
nervou
unit
jetski
foyer
shiver
dawn
tooth
manner
no
read
zebra
ember
night
faze
caramel
bood
must
notic
sweeter
ms
diggin
power
bodi
place
skrrt
hail
rais
sheet
perhap
intentions
quien
utah
apologize
lives
amex
boss
become
tonight
dadadadadadadada
bye
lowkey
prick
lucki
parlay
empezamo
addict
and
james
beer
crocodil
fault
woke
mile
houdini
whatif
billboard
moon
rent
gap
big
shed
smell
packet
boarder
fifti
snap
plug
uhmuhmuhm
shadowing
hands
believin
ballad
loud
cellar
wendi
backfield
law
bozo
cloud
don
enemy
amo
felt
clutch
oohooh
forgivin
watch
pone
fantas
blank
balancin
devil
walls
border
llegó
typic
errore
distant
in
unto
theyd
uhhuh
beating
fantasi
top
soundli
friendly
jury
shine
cri
betray
borrow
earthquak
affect
coming
platinum
dean
six
thinking
paid
nationality
often
everyday
flatlin
ohoohohoh
fist
arrest
wherev
numb
stare
fam
damn
fragil
remiss
grandmama
advic
twist
tune
sinc
theyr
whip
old
em
sort
sidewalk
whitney
tell
rasta
sleepless
draw
arthur
free
life
f
sympathize
feast
confin
texas
injuri
hors
through
shift
chew
certain
promis
green
bed
crossed
page
flash
pleas
besid
feet
replay
pass
preach
star
stoney
childish
twentyfour
left
use
surrounded
career
goon
red
crimson
nobodys
plot
imagination
drugs
whirlwind
steal
forest
dj
freedom
elev
leav
twerk
thigh
anxiou
bore
cansé
rule
sellout
unforgett
rolledup
ayy
jabroni
cryin
hoes
rockstar
earth
form
wall
psycho
compromis
brokenheart
prayin
hell
player
nervous
terror
dirt
politician
tip
blessin
last
hallway
my
apocalyps
doll
boatload
jewel
never
enemi
pizza
dive
louder
groov
sweat
hit
nod
reckless
jail
raincoat
jewelri
itti
iiit
carlo
convers
myself
when
doing
catch
die
done
puppet
they
merci
everyon
stupid
failur
que
i’mma
end
tryna
anything
fool
fantasy
jonas
average
driver
ladi
repli
remark
irreplac
hill
create
baguett
press
romo
maker
airplan
vice
break
polaroid
him
makeup
merry
leave
proof
dear
j
marijuana
sippin
perfum
marvel
issu
rough
lighter
ungrateful
readi
whiskey
fui
cope
fu
heaven
rocking
quick
knows
hi
fancy
woe
privaci
sun
wouldv
luke
dream
plane
esté
tasteful
her
rust
video
cherish
stranger
im
begin
pot
view
attach
tlc
bonito
sunsets
fabl
farru
yum
punt
came
stung
babi
conceiv
rope
understudi
boys
mountainsid
yah
frozen
thot
pride
candl
tendencies
riddl
serpentin
role
room
vibe
sunni
blame
anim
hyper
regret
everyth
writh
i
dalí
somebody
jit
promise
crushin
recordar
jetplan
thought
convinc
loyal
nope
thick
small
tokyo
few
sexual
liter
stairs
order
wasted
pale
brace
ourselves
ahora
aeroplan
chao
beautiful
fuego
jordan
pacing
meantim
mhh
wife
saliva
art
collid
miss
tunechi
acá
wherever
flowin
prime
cash
mercy
nightstand
drama
warrior
ya
easy
demigod
spotlight
furiou
sacrific
spark
flexin
fumbl
gladli
vampir
omarion
steps
undo
cheap
restlessli
caviti
lure
wild
tat
prayer
switch
mark
benny
meter
dre
dont
receiv
goddamn
could
matthew
stitches
wheel
countri
wast
touch
humbl
grate
stack
rm11
blowin
eh
gone
scared
against
gear
real
overtim
dddoe
chicken
jealousy
ugli
usual
dove
twirl
princ
wade
lettin
apart
internet
ungrat
languag
ching
more
wit
ohohohoh
unkind
grand
got
fleet
galway
awak
enemies
net
starving
rhythm
aquí
scent
ahead
blueey
valv
singerwrit
key
warning
wine
written
everyone
tri
make
dub
compass
pray
ask
laurent
tree
deadli
til
shield
necklac
lane
catchin
lips
deserv
either
fish
somehow
stadiums
toda
bitti
bodybag
rare
learned
bank
jaw
hoppin
past
holla
ohhh
suck
heavi
messi
ink
hittin
modern
bee
lacroix
nenev
bit
knockout
decided
reese
list
believe
romanc
chasin
overflow
class
japan
nah
school
manipul
jukebox
symbol
captain
butter
dedic
vip
passag
dancin
trial
hour
sunlit
buscando
tv
hadnt
grant
crush
coast
fluf
salti
science
scott
bust
curves
photograph
mold
hesit
fur
secret
guerrear
troy
baggag
fail
sore
occas
kurt
knock
discussion
stitch
who
stolen
snack
sick
line
kick
tight
homeroom
peopl
known
mike
temporari
crash
glam
bloom
groom
unconvent
johnni
repercuss
knew
whippin
thread
arch
tryin
roof
hopeless
amando
rolls
ticket
strang
leavin
mr
homeless
fork
confession
beij
christma
drain
iverson
have
blacksmith
sometim
pocket
mistaken
comma
expensive
collapsin
ours
más
ahahah
corner
tast
empire
deck
melodi
flood
gut
drivin
crazy
gowns
ella
charcoal
scarlet
won
bing
misti
lefty
ankl
priest
ways
thrifty
fog
softli
loveless
heel
ice
wembley
eighteen
credit
legendari
chase
reckon
luck
sed
starin
belong
tension
least
truth
meant
compar
spin
sting
24
ma
heir
cardigan
lambo
off
thief
stay
rhode
flower
desi
most
dirti
creatur
underlin
suddenli
losing
take
of
killin
voic
hashtag
uphil
what’
fade
lonely
pint
ehey
swimmin
fucked
bat
accur
soohoh
incredible
sour
broken
bloodshot
hatin
ign
longer
jean
shirt
history
bass
mountain
easier
drown
tightrop
feeling
novemb
bezos
rap
minaj
everchang
ordinari
father—h
guessin
feelin
cure
ginger
height
lone
casu
maverick
mobile
some
swang
grab
dysfunct
asleep
nepotist
across
flavor
fuck
expect
guilti
imma
mami
ego
forsak
daytoday
pedal
lesson
futur
stuff
sip
litty
anytime
leader
street
redhead
standbi
stanki
ponerla
neon
none
within
feedin
lot
kite
time
she
fuckin
exactli
rude
baby
rip
shi
coca
stood
furnitur
can’t
shadow
before
apostroph
pen
eye
cover
handrol
happi
season
nanana
bled
stormz
aquafina
thunder
dad
steadi
surprised
presidenti
buzz
local
sand
type
iii
lake
silhouett
oclock
ow
sweetest
waiter
glide
personal
hotlin
milly
anyway
funeral
lumiere
abov
cent
unforg
destiny
help
catastroph
dude
shoulder
mum
actress
cataract
waitin
fonder
ben
hop
deep
react
bird
hundredth
endless
wow
paranoid
divorcé
plus
driftin
reap
adrenalin
want
into
karma
purpos
treat
burnin
moonlight
habits
jackpot
selfimport
dress
recov
holdin
hers
iisland
sink
rise
fun
slum
haunt
cuff
problem
tini
rave
twang
juliet
offer
forth
item
shorter
el
map
rebuild
eras
give
fairi
mesmer
slut
facelift
bleacher
warming
explanation
wearing
doo
itd
silenc
overcom
anymore
sir
cheated
yessir
ninetyf
shell
soak
ecstasi
jeans
awake
pilli
sneaker
sag
anybody
gleamin
since
insecur
strip
deeper
rock
gain
changin
motherfuckin
insan
space
oscar
allright
mcig
note
deficit
bedroom
human
mystic
marquis
paralyz
broke
city
town
headlight
planes
influenc
passion
turn
word
29th
quarter
undead
product
teddi
rainbows
itch
cakin
focu
sponsor
chance
genr
to
fly
habit
vespa
yell
compasses
scari
search
garden
zinger
stuf
momma
doorstep
elevator
wore
anyon
dust
greatest
tale
contend
ballin
assum
epoxi
system
hancock
yeahah
shade
tame
save
fifteen
sister
confessing
taken
ambiente
sleep
altar
remain
carat
rome
jesu
rewind
slidin
island
smoke
imagin
eas
own
lay
spread
legal
picture
overboard
batter
es
gotta
weak
herself
youv
howev
neatli
too
precis
southern
greed
catchi
kung
extra
tainy
remember
clyde
around
direct
signific
awishin
enough
visibl
swag
graviti
nick
heey
death
sail
subtl
neck
sang
afraid
okay
greenwich
nose
hollywood
fester
man
februari
nobody
torn
caddi
hope
bullet
afar
cook
mysteri
static
fiftyfifty
rake
seamstress
chair
fraction
clean
lost
howl
independ
activ
feed
remix
pub
slump
li
along
yeaaah
heart
uniti
parenthetical
loudli
cuando
ought
diddy
deja
hypocritical
how
motion
bone
darkest
stomach
guys
turnin
ransom
bedsheet
rub
cigarettes
reput
stunner
yup
inside
sorry
poster
hotter
tenerif
shows
weigh
shouldn
bottles
ifif
uzi
bias
brush
miami
crying
nicki
august
evergreen
given
mhm
guess
bear
daddi
twisted
between
shelter
overnight
jailer
curs
shower
cared
shores
hang
wonder
visual
decid
neath
lifestyl
pop
applic
running
shot
bunni
burr
bowl
freckl
dart
armor
otro
nasti
than
calentar
terms
wind
sugarcoat
wilder
lightn
textin
games
tweakin
takeaway
faker
sadli
cross
cap
upper
tucked
believ
dreams
lying
hummer
littl
grafton
porch
cobbleston
flyest
venu
seguir
minimal
se
seat
id
famili
chain
music
flew
seem
tangl
everybody
grime
cost
speak
tough
insecure
wait
radioactive
trick
kit
soar
jesus
went
tan
handsom
sin
whoaooh
today
hasnt
stog
overr
peanut
henny
mmhmmh
gram
sprinkl
trying
stronger
arent
danger
chart
clock
pitt
scuba
solv
bloodstream
expens
skateboard
built
going
saltbox
comfort
palo
women
eta
perfectli
lilac
creep
girls
dinner
hooooh
both
toaster
hoo
comin
plague
earn
color
nevertheless
breather
lightyear
models
folks
head
quietli
unspoken
noshow
fallin
thi
gross
noman
hipster
tuesday
laughs
track
shouldnt
ba
borin
skrrr
neighbor
nurs
black
empathi
demons
verso
outskirt
hiding
angri
crew
toma
solo
needl
basement
gold
is
whatev
buy
jami
called
patrón
wings
jane
camino
high
pipe
oblig
hips
bottle
west
beggin
skintight
togeth
shame
sling
similar
bands
olvidar
newborn
acepto
breathe
you’r
understanding
tend
tú
sclass
formal
balanc
blind
blue
undress
focused
love
house
outstay
remind
pourin
stake
clearer
therel
fifth
cannot
swish
fightin
